Start timestamp (s),End timestamp (s),Handshake number,Handshake duration (MS),Droprate (%),Number of packets,Number of bytes,Number of long headers,Number of short headers,Bytes for long headers,Bytes for short headers,,CPU utilization,Memory bytes,Disk bytes,
1616976964.195399,1616976964.205527,0,10.128021240234375,0,21,19471,20,5,16626,1921,,0.0,0,0,
1616976964.209085,1616976964.218086,1,9.001016616821289,0,19,19246,18,5,16489,1921,,0.0,0,0,
1616976964.222182,1616976964.231621,2,9.43899154663086,0,19,19239,18,5,16482,1921,,0.0,0,0,
1616976964.234822,1616976964.244119,3,9.296894073486328,0,19,19248,18,5,16491,1921,,0.0,0,0,
1616976964.248127,1616976964.257697,4,9.570121765136719,0,19,19245,18,5,16488,1921,,0.0,0,0,
1616976964.261014,1616976964.269023,5,8.008956909179688,0,19,19241,18,5,16484,1921,,0.0,0,0,
1616976964.272335,1616976964.281584,6,9.248971939086914,0,19,19247,18,5,16490,1921,,0.0,0,0,
1616976964.284772,1616976964.293528,7,8.756160736083984,0,19,19250,18,5,16493,1921,,0.0,0,0,
1616976964.297396,1616976964.306755,8,9.359121322631836,0,19,19240,18,5,16483,1921,,0.0,0,0,
1616976964.310595,1616976964.320583,9,9.988069534301758,0,19,19243,18,5,16486,1921,,0.0,0,0,
1616976964.323565,1616976964.331696,10,8.131027221679688,0,19,19241,18,5,16484,1921,,0.0,0,0,
1616976964.334977,1616976964.343249,11,8.272171020507812,0,19,19246,18,5,16489,1921,,0.0,0,0,
1616976964.346243,1616976964.354957,12,8.71419906616211,0,19,19249,18,5,16492,1921,,0.0,0,0,
1616976964.357891,1616976964.36493,13,7.03883171081543,0,19,19240,18,5,16483,1921,,0.0,0,0,
1616976964.36821,1616976964.376121,14,7.910966873168945,0,19,19248,18,5,16491,1921,,0.0,0,0,
1616976964.379296,1616976964.387258,15,7.96198844909668,0,19,19238,18,5,16481,1921,,0.0,0,0,
1616976964.390286,1616976964.398158,16,7.872104644775391,0,19,19240,18,5,16483,1921,,0.0,0,0,
1616976964.401377,1616976964.410425,17,9.047985076904297,0,19,19240,18,5,16483,1921,,0.0,0,0,
1616976964.414932,1616976964.422952,18,8.01992416381836,0,19,19245,18,5,16488,1921,,0.0,0,0,
1616976964.426467,1616976964.43382,19,7.353067398071289,0,19,19240,18,5,16483,1921,,0.0,0,0,
1616976964.437139,1616976964.444447,20,7.308006286621094,0,19,19249,18,5,16492,1921,,0.0,0,0,
1616976964.447541,1616976964.454795,21,7.253885269165039,0,19,19247,18,5,16490,1921,,0.0,0,0,
1616976964.458441,1616976964.466984,22,8.543014526367188,0,19,19247,18,5,16490,1921,,0.0,0,0,
1616976964.470558,1616976964.479713,23,9.155035018920898,0,21,19432,20,5,16587,1921,,0.0,0,0,
1616976964.48246,1616976964.49111,24,8.650064468383789,0,19,19241,18,5,16484,1921,,0.0,0,0,
1616976964.493745,1616976964.502986,25,9.240865707397461,0,19,19250,18,5,16493,1921,,0.0,0,0,
1616976964.506023,1616976964.513671,26,7.647991180419922,0,19,19246,18,5,16489,1921,,0.0,0,0,
1616976964.517588,1616976964.527193,27,9.605169296264648,0,21,19428,20,5,16583,1921,,0.0,0,0,
1616976964.529865,1616976964.538543,28,8.677959442138672,0,21,19426,20,5,16581,1921,,0.0,0,0,
1616976964.5423,1616976964.549367,29,7.066965103149414,0,19,19244,18,5,16487,1921,,0.0,0,0,
1616976964.552627,1616976964.561844,30,9.217023849487305,0,19,19249,18,5,16492,1921,,0.0,0,0,
1616976964.566742,1616976964.575219,31,8.476972579956055,0,21,19422,20,5,16577,1921,,0.0,0,0,
1616976964.578158,1616976964.586189,32,8.031129837036133,0,19,19238,18,5,16481,1921,,0.0,0,0,
1616976964.589326,1616976964.599565,33,10.239124298095703,0,19,19246,18,5,16489,1921,,0.0,0,0,
1616976964.602462,1616976964.61102,34,8.558034896850586,0,19,19242,18,5,16485,1921,,0.0,0,0,
1616976964.614311,1616976964.623066,35,8.754968643188477,0,19,19241,18,5,16484,1921,,0.0,0,0,
1616976964.62629,1616976964.635515,36,9.224891662597656,0,19,19239,18,5,16482,1921,,0.0,0,0,
1616976964.638437,1616976964.647147,37,8.709907531738281,0,19,19247,18,5,16490,1921,,0.0,0,0,
1616976964.65059,1616976964.659044,38,8.454084396362305,0,19,19247,18,5,16490,1921,,0.0,0,0,
1616976964.662071,1616976964.66935,39,7.278919219970703,0,19,19242,18,5,16485,1921,,0.0,0,0,
1616976964.672426,1616976964.68119,40,8.764028549194336,0,19,19245,18,5,16488,1921,,0.0,0,0,
1616976964.68391,1616976964.692307,41,8.397102355957031,0,21,19420,20,5,16575,1921,,0.0,0,0,
1616976964.696231,1616976964.704169,42,7.938146591186523,0,19,19245,18,5,16488,1921,,0.0,0,0,
1616976964.706982,1616976964.714935,43,7.953166961669922,0,19,19242,18,5,16485,1921,,0.0,0,0,
1616976964.718581,1616976964.726416,44,7.835149765014648,0,21,19421,20,5,16576,1921,,0.0,0,0,
1616976964.729539,1616976964.738062,45,8.522987365722656,0,19,19239,18,5,16482,1921,,0.0,0,0,
1616976964.741645,1616976964.751138,46,9.492874145507812,0,19,19250,18,5,16493,1921,,0.0,0,0,
1616976964.754195,1616976964.762712,47,8.517026901245117,0,19,19247,18,5,16490,1921,,0.0,0,0,
1616976964.766564,1616976964.775707,48,9.14311408996582,0,19,19243,18,5,16486,1921,,0.0,0,0,
1616976964.779005,1616976964.787012,49,8.007049560546875,0,19,19239,18,5,16482,1921,,0.0,0,0,
1616976964.789393,1616976964.796108,50,6.715059280395508,0,19,19243,18,5,16486,1921,,0.0,0,0,
1616976964.799185,1616976964.807807,51,8.621931076049805,0,19,19239,18,5,16482,1921,,0.0,0,0,
1616976964.811781,1616976964.819158,52,7.377147674560547,0,19,19240,18,5,16483,1921,,0.0,0,0,
1616976964.821908,1616976964.830507,53,8.599042892456055,0,19,19245,18,5,16488,1921,,0.0,0,0,
1616976964.833755,1616976964.842039,54,8.28409194946289,0,19,19250,18,5,16493,1921,,0.0,0,0,
1616976964.845997,1616976964.855277,55,9.279966354370117,0,21,19431,20,5,16586,1921,,0.0,0,0,
1616976964.858547,1616976964.867086,56,8.538961410522461,0,19,19244,18,5,16487,1921,,0.0,0,0,
1616976964.870173,1616976964.878834,57,8.661031723022461,0,19,19238,18,5,16481,1921,,0.0,0,0,
1616976964.882021,1616976964.89033,58,8.309125900268555,0,19,19241,18,5,16484,1921,,0.0,0,0,
1616976964.89364,1616976964.899829,59,6.188869476318359,0,19,19247,18,5,16490,1921,,0.0,0,0,
1616976964.903942,1616976964.913608,60,9.665966033935547,0,19,19243,18,5,16486,1921,,0.0,0,0,
1616976964.916484,1616976964.925219,61,8.734941482543945,0,19,19248,18,5,16491,1921,,0.0,0,0,
1616976964.92874,1616976964.938063,62,9.322881698608398,0,19,19249,18,5,16492,1921,,0.0,0,0,
1616976964.941792,1616976964.952708,63,10.915994644165039,0,19,19250,18,5,16493,1921,,0.0,0,0,
1616976964.956321,1616976964.965993,64,9.671926498413086,0,19,19240,18,5,16483,1921,,0.0,0,0,
1616976964.970468,1616976964.980048,65,9.579896926879883,0,19,19241,18,5,16484,1921,,0.0,0,0,
1616976964.983486,1616976964.990592,66,7.10606575012207,0,19,19247,18,5,16490,1921,,0.0,0,0,
1616976964.994189,1616976965.002816,67,8.626937866210938,0,19,19247,18,5,16490,1921,,0.0,0,0,
1616976965.005819,1616976965.012711,68,6.891965866088867,0,19,19246,18,5,16489,1921,,0.0,0,0,
1616976965.016048,1616976965.023817,69,7.769107818603516,0,19,19249,18,5,16492,1921,,0.0,0,0,
1616976965.027174,1616976965.03408,70,6.906032562255859,0,19,19242,18,5,16485,1921,,0.0,0,0,
1616976965.037599,1616976965.045251,71,7.651805877685547,0,19,19241,18,5,16484,1921,,0.0,0,0,
1616976965.048933,1616976965.05771,72,8.77690315246582,0,19,19249,18,5,16492,1921,,0.0,0,0,
1616976965.061056,1616976965.070584,73,9.528160095214844,0,19,19248,18,5,16491,1921,,0.0,0,0,
1616976965.073611,1616976965.082573,74,8.961915969848633,0,19,19244,18,5,16487,1921,,0.0,0,0,
1616976965.085958,1616976965.094383,75,8.424997329711914,0,19,19245,18,5,16488,1921,,0.0,0,0,
1616976965.097819,1616976965.106251,76,8.43191146850586,0,19,19250,18,5,16493,1921,,0.0,0,0,
1616976965.109999,1616976965.118074,77,8.07499885559082,0,19,19248,18,5,16491,1921,,0.0,0,0,
1616976965.122032,1616976965.133771,78,11.739015579223633,0,21,19429,20,5,16584,1921,,0.0,0,0,
1616976965.136639,1616976965.145252,79,8.612871170043945,0,19,19250,18,5,16493,1921,,0.0,0,0,
1616976965.148333,1616976965.156287,80,7.953882217407227,0,19,19249,18,5,16492,1921,,0.0,0,0,
1616976965.15952,1616976965.167848,81,8.32819938659668,0,21,19428,20,5,16583,1921,,0.0,0,0,
1616976965.17118,1616976965.178746,82,7.565975189208984,0,19,19240,18,5,16483,1921,,0.0,0,0,
1616976965.182711,1616976965.193247,83,10.53619384765625,0,19,19239,18,5,16482,1921,,0.0,0,0,
1616976965.196369,1616976965.203792,84,7.423162460327148,0,19,19240,18,5,16483,1921,,0.0,0,0,
1616976965.206559,1616976965.215276,85,8.717060089111328,0,19,19240,18,5,16483,1921,,0.0,0,0,
1616976965.218721,1616976965.226873,86,8.152008056640625,0,19,19243,18,5,16486,1921,,0.0,0,0,
1616976965.230701,1616976965.238696,87,7.995128631591797,0,19,19250,18,5,16493,1921,,0.0,0,0,
1616976965.242404,1616976965.250461,88,8.057117462158203,0,19,19241,18,5,16484,1921,,0.0,0,0,
1616976965.25391,1616976965.261824,89,7.913827896118164,0,19,19245,18,5,16488,1921,,0.0,0,0,
1616976965.265514,1616976965.272756,90,7.2422027587890625,0,19,19240,18,5,16483,1921,,0.0,0,0,
1616976965.275311,1616976965.283305,91,7.993936538696289,0,19,19241,18,5,16484,1921,,0.0,0,0,
1616976965.286201,1616976965.293681,92,7.47990608215332,0,19,19239,18,5,16482,1921,,0.0,0,0,
1616976965.298046,1616976965.30657,93,8.523941040039062,0,19,19243,18,5,16486,1921,,0.0,0,0,
1616976965.309965,1616976965.316877,94,6.911993026733398,0,19,19248,18,5,16491,1921,,0.0,0,0,
1616976965.320921,1616976965.329358,95,8.437156677246094,0,19,19241,18,5,16484,1921,,0.0,0,0,
1616976965.333302,1616976965.341641,96,8.33892822265625,0,19,19250,18,5,16493,1921,,0.0,0,0,
1616976965.344848,1616976965.354907,97,10.059118270874023,0,21,19395,18,7,16488,1983,,0.0,0,0,
1616976965.358655,1616976965.365667,98,7.012128829956055,0,19,19243,18,5,16486,1921,,0.0,0,0,
1616976965.36954,1616976965.377921,99,8.381128311157227,0,19,19241,18,5,16484,1921,,0.0,0,0,
1616976965.380813,1616976965.388505,100,7.692098617553711,0,19,19248,18,5,16491,1921,,0.0,0,0,
1616976965.391865,1616976965.400904,101,9.038925170898438,0,19,19248,18,5,16491,1921,,0.0,0,0,
1616976965.40413,1616976965.412513,102,8.383035659790039,0,19,19243,18,5,16486,1921,,0.0,0,0,
1616976965.415313,1616976965.425079,103,9.766101837158203,0,19,19243,18,5,16486,1921,,0.0,0,0,
1616976965.42902,1616976965.437555,104,8.535146713256836,0,19,19249,18,5,16492,1921,,0.0,0,0,
1616976965.440672,1616976965.450578,105,9.90605354309082,0,21,19430,20,5,16585,1921,,0.0,0,0,
1616976965.453934,1616976965.462708,106,8.774042129516602,0,19,19243,18,5,16486,1921,,0.0,0,0,
1616976965.466,1616976965.474326,107,8.325815200805664,0,19,19248,18,5,16491,1921,,0.0,0,0,
1616976965.478087,1616976965.487048,108,8.960962295532227,0,19,19243,18,5,16486,1921,,0.0,0,0,
1616976965.49094,1616976965.499547,109,8.606910705566406,0,19,19249,18,5,16492,1921,,0.0,0,0,
1616976965.50259,1616976965.511261,110,8.671045303344727,0,19,19246,18,5,16489,1921,,0.0,0,0,
1616976965.514234,1616976965.523029,111,8.795022964477539,0,19,19238,18,5,16481,1921,,0.0,0,0,
1616976965.526654,1616976965.535273,112,8.619070053100586,0,19,19249,18,5,16492,1921,,0.0,0,0,
1616976965.538307,1616976965.54661,113,8.303165435791016,0,19,19247,18,5,16490,1921,,0.0,0,0,
1616976965.549509,1616976965.557634,114,8.125066757202148,0,19,19248,18,5,16491,1921,,0.0,0,0,
1616976965.56079,1616976965.570586,115,9.795904159545898,0,19,19243,18,5,16486,1921,,0.0,0,0,
1616976965.573713,1616976965.58217,116,8.456945419311523,0,19,19244,18,5,16487,1921,,0.0,0,0,
1616976965.585693,1616976965.592913,117,7.220029830932617,0,19,19241,18,5,16484,1921,,0.0,0,0,
1616976965.59636,1616976965.606586,118,10.226011276245117,0,19,19238,18,5,16481,1921,,0.0,0,0,
1616976965.609581,1616976965.618387,119,8.805990219116211,0,19,19238,18,5,16481,1921,,0.0,0,0,
1616976965.622373,1616976965.630649,120,8.275985717773438,0,19,19239,18,5,16482,1921,,0.0,0,0,
1616976965.634557,1616976965.641865,121,7.308006286621094,0,19,19242,18,5,16485,1921,,0.0,0,0,
1616976965.645627,1616976965.653432,122,7.80487060546875,0,19,19238,18,5,16481,1921,,0.0,0,0,
1616976965.657006,1616976965.666177,123,9.171009063720703,0,19,19238,18,5,16481,1921,,0.0,0,0,
1616976965.669074,1616976965.677496,124,8.421897888183594,0,19,19244,18,5,16487,1921,,0.0,0,0,
1616976965.680518,1616976965.688478,125,7.960081100463867,0,19,19238,18,5,16481,1921,,0.0,0,0,
1616976965.691671,1616976965.701314,126,9.643077850341797,0,19,19247,18,5,16490,1921,,0.0,0,0,
1616976965.704692,1616976965.712869,127,8.177042007446289,0,19,19238,18,5,16481,1921,,0.0,0,0,
1616976965.716501,1616976965.724826,128,8.32509994506836,0,19,19239,18,5,16482,1921,,0.0,0,0,
1616976965.727897,1616976965.735612,129,7.714986801147461,0,21,19390,18,7,16483,1983,,0.0,0,0,
1616976965.738321,1616976965.746206,130,7.884979248046875,0,19,19250,18,5,16493,1921,,0.0,0,0,
1616976965.750543,1616976965.759224,131,8.68082046508789,0,19,19246,18,5,16489,1921,,0.0,0,0,
1616976965.76221,1616976965.769914,132,7.704019546508789,0,19,19246,18,5,16489,1921,,0.0,0,0,
1616976965.773442,1616976965.780712,133,7.269859313964844,0,19,19243,18,5,16486,1921,,0.0,0,0,
1616976965.784528,1616976965.794903,134,10.375022888183594,0,19,19241,18,5,16484,1921,,0.0,0,0,
1616976965.798463,1616976965.807099,135,8.635997772216797,0,19,19239,18,5,16482,1921,,0.0,0,0,
1616976965.810465,1616976965.818843,136,8.377790451049805,0,19,19245,18,5,16488,1921,,0.0,0,0,
1616976965.822482,1616976965.829614,137,7.131814956665039,0,19,19242,18,5,16485,1921,,0.0,0,0,
1616976965.83325,1616976965.842335,138,9.084939956665039,0,19,19245,18,5,16488,1921,,0.0,0,0,
1616976965.846322,1616976965.855417,139,9.094953536987305,0,19,19240,18,5,16483,1921,,0.0,0,0,
1616976965.858199,1616976965.866691,140,8.492231369018555,0,19,19238,18,5,16481,1921,,0.0,0,0,
1616976965.870456,1616976965.879582,141,9.125947952270508,0,19,19240,18,5,16483,1921,,0.0,0,0,
1616976965.883815,1616976965.892574,142,8.759021759033203,0,19,19244,18,5,16487,1921,,0.0,0,0,
1616976965.895095,1616976965.903531,143,8.435964584350586,0,19,19245,18,5,16488,1921,,0.0,0,0,
1616976965.907145,1616976965.916778,144,9.633064270019531,0,19,19240,18,5,16483,1921,,0.0,0,0,
1616976965.919743,1616976965.928574,145,8.831024169921875,0,19,19239,18,5,16482,1921,,0.0,0,0,
1616976965.931795,1616976965.939415,146,7.620096206665039,0,19,19239,18,5,16482,1921,,0.0,0,0,
1616976965.942761,1616976965.950916,147,8.155107498168945,0,19,19240,18,5,16483,1921,,0.0,0,0,
1616976965.954319,1616976965.961377,148,7.057905197143555,0,19,19241,18,5,16484,1921,,0.0,0,0,
1616976965.964671,1616976965.973148,149,8.477210998535156,0,19,19250,18,5,16493,1921,,0.0,0,0,
1616976965.978235,1616976965.987446,150,9.211063385009766,0,19,19241,18,5,16484,1921,,0.0,0,0,
1616976965.990589,1616976965.998496,151,7.90715217590332,0,19,19240,18,5,16483,1921,,0.0,0,0,
1616976966.001409,1616976966.010697,152,9.287834167480469,0,21,19426,20,5,16581,1921,,0.0,0,0,
1616976966.01332,1616976966.021979,153,8.659124374389648,0,19,19249,18,5,16492,1921,,0.0,0,0,
1616976966.025669,1616976966.032076,154,6.4067840576171875,0,19,19245,18,5,16488,1921,,0.0,0,0,
1616976966.035455,1616976966.044222,155,8.767127990722656,0,19,19239,18,5,16482,1921,,0.0,0,0,
1616976966.04711,1616976966.056251,156,9.140968322753906,0,19,19246,18,5,16489,1921,,0.0,0,0,
1616976966.059681,1616976966.068512,157,8.831024169921875,0,19,19239,18,5,16482,1921,,0.0,0,0,
1616976966.07107,1616976966.079547,158,8.476972579956055,0,19,19250,18,5,16493,1921,,0.0,0,0,
1616976966.082942,1616976966.091505,159,8.563041687011719,0,19,19250,18,5,16493,1921,,0.0,0,0,
1616976966.095054,1616976966.103437,160,8.383035659790039,0,19,19241,18,5,16484,1921,,0.0,0,0,
1616976966.106015,1616976966.11444,161,8.424997329711914,0,19,19241,18,5,16484,1921,,0.0,0,0,
1616976966.11787,1616976966.126991,162,9.120941162109375,0,19,19249,18,5,16492,1921,,0.0,0,0,
1616976966.130003,1616976966.137662,163,7.658958435058594,0,19,19242,18,5,16485,1921,,0.0,0,0,
1616976966.140985,1616976966.149184,164,8.198976516723633,0,19,19247,18,5,16490,1921,,0.0,0,0,
1616976966.152979,1616976966.161783,165,8.804082870483398,0,19,19240,18,5,16483,1921,,0.0,0,0,
1616976966.164613,1616976966.174297,166,9.684085845947266,0,21,19400,18,7,16493,1983,,0.0,0,0,
1616976966.177067,1616976966.18423,167,7.163047790527344,0,19,19246,18,5,16489,1921,,0.0,0,0,
1616976966.187938,1616976966.198079,168,10.141134262084961,0,19,19250,18,5,16493,1921,,0.0,0,0,
1616976966.201344,1616976966.209612,169,8.267879486083984,0,19,19247,18,5,16490,1921,,0.0,0,0,
1616976966.212469,1616976966.221168,170,8.69894027709961,0,19,19246,18,5,16489,1921,,0.0,0,0,
1616976966.224677,1616976966.232986,171,8.308887481689453,0,19,19240,18,5,16483,1921,,0.0,0,0,
1616976966.236538,1616976966.245458,172,8.919954299926758,0,19,19242,18,5,16485,1921,,0.0,0,0,
1616976966.249248,1616976966.25868,173,9.432077407836914,0,21,19431,20,5,16586,1921,,0.0,0,0,
1616976966.261644,1616976966.270619,174,8.975028991699219,0,19,19241,18,5,16483,1922,,0.0,0,0,
1616976966.274034,1616976966.282626,175,8.591890335083008,0,19,19241,18,5,16484,1921,,0.0,0,0,
1616976966.286288,1616976966.293981,176,7.693052291870117,0,21,19398,18,7,16491,1983,,0.0,0,0,
1616976966.297235,1616976966.305179,177,7.9441070556640625,0,19,19240,18,5,16483,1921,,0.0,0,0,
1616976966.308873,1616976966.316894,178,8.021116256713867,0,19,19245,18,5,16488,1921,,0.0,0,0,
1616976966.31976,1616976966.328911,179,9.150981903076172,0,19,19242,18,5,16485,1921,,0.0,0,0,
1616976966.332363,1616976966.341464,180,9.101152420043945,0,19,19243,18,5,16486,1921,,0.0,0,0,
1616976966.345904,1616976966.355936,181,10.031938552856445,0,19,19241,18,5,16484,1921,,0.0,0,0,
1616976966.359097,1616976966.36586,182,6.762981414794922,0,19,19240,18,5,16483,1921,,0.0,0,0,
1616976966.369039,1616976966.376074,183,7.035017013549805,0,19,19242,18,5,16485,1921,,0.0,0,0,
1616976966.380162,1616976966.388661,184,8.498907089233398,0,19,19247,18,5,16490,1921,,0.0,0,0,
1616976966.391965,1616976966.401974,185,10.009050369262695,0,19,19248,18,5,16491,1921,,0.0,0,0,
1616976966.405865,1616976966.414241,186,8.376121520996094,0,21,19422,20,5,16577,1921,,0.0,0,0,
1616976966.417353,1616976966.426018,187,8.665084838867188,0,19,19238,18,5,16481,1921,,0.0,0,0,
1616976966.43,1616976966.437386,188,7.385969161987305,0,19,19241,18,5,16484,1921,,0.0,0,0,
1616976966.441186,1616976966.449147,189,7.961034774780273,0,19,19242,18,5,16485,1921,,0.0,0,0,
1616976966.453071,1616976966.461994,190,8.922815322875977,0,19,19241,18,5,16484,1921,,0.0,0,0,
1616976966.466159,1616976966.474972,191,8.812904357910156,0,19,19247,18,5,16490,1921,,0.0,0,0,
1616976966.47786,1616976966.485959,192,8.099079132080078,0,19,19250,18,5,16493,1921,,0.0,0,0,
1616976966.489182,1616976966.498701,193,9.519100189208984,0,19,19244,18,5,16487,1921,,0.0,0,0,
1616976966.501565,1616976966.509335,194,7.770061492919922,0,19,19246,18,5,16489,1921,,0.0,0,0,
1616976966.512234,1616976966.520688,195,8.454084396362305,0,19,19249,18,5,16492,1921,,0.0,0,0,
1616976966.524385,1616976966.533373,196,8.988142013549805,0,19,19250,18,5,16493,1921,,0.0,0,0,
1616976966.536517,1616976966.543976,197,7.459163665771484,0,19,19244,18,5,16487,1921,,0.0,0,0,
1616976966.547007,1616976966.556252,198,9.244918823242188,0,19,19246,18,5,16489,1921,,0.0,0,0,
1616976966.560331,1616976966.568047,199,7.715940475463867,0,19,19241,18,5,16484,1921,,0.0,0,0,
1616976966.571763,1616976966.579887,200,8.12387466430664,0,19,19249,18,5,16492,1921,,0.0,0,0,
1616976966.583618,1616976966.592141,201,8.522987365722656,0,19,19242,18,5,16485,1921,,0.0,0,0,
1616976966.596546,1616976966.604507,202,7.961034774780273,0,21,19432,20,5,16587,1921,,0.0,0,0,
1616976966.608504,1616976966.616572,203,8.067846298217773,0,19,19246,18,5,16489,1921,,0.0,0,0,
1616976966.620157,1616976966.630154,204,9.996891021728516,0,19,19249,18,5,16492,1921,,0.0,0,0,
1616976966.633092,1616976966.642596,205,9.504079818725586,0,19,19239,18,5,16482,1921,,0.0,0,0,
1616976966.646257,1616976966.655224,206,8.967161178588867,0,19,19248,18,5,16491,1921,,0.0,0,0,
1616976966.658461,1616976966.667587,207,9.125947952270508,0,19,19240,18,5,16483,1921,,0.0,0,0,
1616976966.670703,1616976966.679657,208,8.954048156738281,0,19,19247,18,5,16490,1921,,0.0,0,0,
1616976966.683264,1616976966.692574,209,9.310007095336914,0,19,19248,18,5,16491,1921,,0.0,0,0,
1616976966.695544,1616976966.70374,210,8.195877075195312,0,19,19246,18,5,16489,1921,,0.0,0,0,
1616976966.707419,1616976966.716734,211,9.315013885498047,0,19,19247,18,5,16490,1921,,0.0,0,0,
1616976966.719903,1616976966.729517,212,9.613990783691406,0,19,19239,18,5,16482,1921,,0.0,0,0,
1616976966.733807,1616976966.743668,213,9.860992431640625,0,21,19428,20,5,16583,1921,,0.0,0,0,
1616976966.746702,1616976966.754941,214,8.239030838012695,0,21,19422,20,5,16577,1921,,0.0,0,0,
1616976966.7578,1616976966.766758,215,8.957862854003906,0,19,19239,18,5,16482,1921,,0.0,0,0,
1616976966.769702,1616976966.777959,216,8.257150650024414,0,19,19247,18,5,16490,1921,,0.0,0,0,
1616976966.782321,1616976966.789451,217,7.129907608032227,0,21,19423,20,5,16578,1921,,0.0,0,0,
1616976966.792587,1616976966.800352,218,7.765054702758789,0,19,19250,18,5,16493,1921,,0.0,0,0,
1616976966.803285,1616976966.81202,219,8.735179901123047,0,19,19243,18,5,16486,1921,,0.0,0,0,
1616976966.815457,1616976966.824281,220,8.823871612548828,0,21,19431,20,5,16586,1921,,0.0,0,0,
1616976966.827714,1616976966.835711,221,7.997035980224609,0,19,19248,18,5,16491,1921,,0.0,0,0,
1616976966.839767,1616976966.848393,222,8.625984191894531,0,19,19245,18,5,16488,1921,,0.0,0,0,
1616976966.851252,1616976966.859492,223,8.239984512329102,0,21,19427,20,5,16582,1921,,0.0,0,0,
1616976966.862619,1616976966.871396,224,8.777141571044922,0,21,19421,20,5,16576,1921,,0.0,0,0,
1616976966.874608,1616976966.884204,225,9.595870971679688,0,19,19238,18,5,16481,1921,,0.0,0,0,
1616976966.887432,1616976966.897196,226,9.763956069946289,0,21,19430,20,5,16585,1921,,0.0,0,0,
1616976966.901135,1616976966.910476,227,9.341001510620117,0,19,19244,18,5,16487,1921,,0.0,0,0,
1616976966.913957,1616976966.92308,228,9.122848510742188,0,19,19239,18,5,16482,1921,,0.0,0,0,
1616976966.92667,1616976966.934315,229,7.644891738891602,0,19,19245,18,5,16488,1921,,0.0,0,0,
1616976966.938131,1616976966.946742,230,8.610963821411133,0,19,19239,18,5,16482,1921,,0.0,0,0,
1616976966.949891,1616976966.957995,231,8.10384750366211,0,19,19240,18,5,16483,1921,,0.0,0,0,
1616976966.961966,1616976966.970945,232,8.978843688964844,0,19,19247,18,5,16490,1921,,0.0,0,0,
1616976966.974211,1616976966.98167,233,7.458925247192383,0,19,19241,18,5,16484,1921,,0.0,0,0,
1616976966.986622,1616976966.99471,234,8.087873458862305,0,19,19240,18,5,16483,1921,,0.0,0,0,
1616976966.998622,1616976967.006712,235,8.090019226074219,0,21,19420,20,5,16575,1921,,0.0,0,0,
1616976967.009924,1616976967.01742,236,7.496118545532227,0,19,19243,18,5,16486,1921,,0.0,0,0,
1616976967.020992,1616976967.030141,237,9.14907455444336,0,19,19248,18,5,16491,1921,,0.0,0,0,
1616976967.033074,1616976967.041817,238,8.743047714233398,0,19,19250,18,5,16493,1921,,0.0,0,0,
1616976967.045547,1616976967.054179,239,8.63194465637207,0,19,19238,18,5,16481,1921,,0.0,0,0,
1616976967.057898,1616976967.06698,240,9.081840515136719,0,19,19245,18,5,16488,1921,,0.0,0,0,
1616976967.07006,1616976967.078605,241,8.544921875,0,19,19242,18,5,16485,1921,,0.0,0,0,
1616976967.082266,1616976967.090314,242,8.047819137573242,0,19,19249,18,5,16492,1921,,0.0,0,0,
1616976967.093805,1616976967.101861,243,8.055925369262695,0,19,19250,18,5,16493,1921,,0.0,0,0,
1616976967.105086,1616976967.112958,244,7.871866226196289,0,19,19241,18,5,16484,1921,,0.0,0,0,
1616976967.116905,1616976967.125846,245,8.940935134887695,0,19,19248,18,5,16491,1921,,0.0,0,0,
1616976967.130236,1616976967.140063,246,9.827136993408203,0,19,19247,18,5,16490,1921,,0.0,0,0,
1616976967.143088,1616976967.151648,247,8.559942245483398,0,19,19239,18,5,16482,1921,,0.0,0,0,
